Title,ImgUrl,Date,AccessionNumber,Medium,Location
"""Portrait of a Prince in Yellow Costume with a Falcon"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-16a.jpg,17th century,30.95.174.17,"Ink, opaque watercolor, and gold on paper",Not on view
"""Princess with Attendants Picnicking in the Open Air"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-9a.jpg,18th century,30.95.174.10,"Ink, opaque watercolor, and gold on paper",Not on view
"""Fireworks on the Night of Shab-i Barat Feast"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP107565.jpg,18th century,30.95.174.21,"Ink, opaque watercolor, and gold on paper",Not on view
"""Portrait of a Noble in Gauzy White Costume"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP107563.jpg,17th century,30.95.174.7,"Ink, opaque watercolor, and gold on paper",Not on view
"""The Emperor Humayun Returning from a Journey Greets his Son"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-13a.jpg,early 17th century,30.95.174.14,"Ink, opaque watercolor, and gold on paper",Not on view
Capital,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-135a.jpg,10th century,30.95.135,Marble; carved,Not on view
Capital,http://images.metmuseum.org/CRDImages/is/web-thumb/DP240296.jpg,10th century,30.95.134,Marble; carved,Not on view
"""Copper Plate Printers at Work"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-33a.jpg,dated A.H. 1199/A.D. 1784–85,30.95.174.34,Ink on paper,Not on view
Strap chain with one decorated terminal preserved,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP245502.jpg,332–30 B.C.,30.8.421,Gold,Not on view
Head of a woman,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP241022.jpg,332–290 B.C.,30.8.90,Faience,Not on view
Head of an official,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP241021.jpg,400–200 B.C.,30.8.82,Quartzite,Not on view
Earring with head of a bull,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP356235.jpg,2nd–1st century B.C.,30.8.395,gold,Not on view
Earring with head of a bull,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP356238.jpg,2nd–1st century B.C.,30.8.398,gold,Not on view
Earring with head of a bull,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP356238.jpg,2nd–1st century B.C.,30.8.399,gold,Not on view
Portrait of a Woman with a Lace Collar,http://images.metmuseum.org/CRDImages/ep/web-thumb/DP143168.jpg,ca. 1632–35,30.95.257,Oil on wood,Not on view
String of 21 Beads,http://images.metmuseum.org/CRDImages/eg/web-thumb/10.130.3221-3220-30.8.344-gc-shelf.jpg,2nd century BC–2nd century AD,30.8.344,Gilded glass,Not on view
Portrait of a Surgeon,http://images.metmuseum.org/CRDImages/ep/web-thumb/DT1483.jpg,Oil on wood,Not on view,30.95.287,
Honeysuckle,http://images.metmuseum.org/CRDImages/es/web-thumb/80663.jpg,design registered in 1876;  printed 1877–1917,30.95.45,Cotton,Not on view
Honeysuckle,http://images.metmuseum.org/CRDImages/es/web-thumb/80664.jpg,design registered 1876; printed 1876–77,30.95.46a-f,Linen,Not on view
"""Rosebud""",http://images.metmuseum.org/CRDImages/es/web-thumb/DP276240.jpg,designed ca. 1905; printed before 1918,30.95.47,Cotton,Not on view
Piece,http://images.metmuseum.org/CRDImages/es/web-thumb/80624.jpg,1716–19,30.95.64,Silk and metal thread,Not on view
Tulip,http://images.metmuseum.org/CRDImages/es/web-thumb/ERT319.jpg,design registered in 1875; printed 1877–1917,30.95.44,Cotton,Not on view
"""Peacock and Dragon""",http://images.metmuseum.org/CRDImages/es/web-thumb/80669.jpg,designed 1878,30.95.52,Wool,Not on view
Piece,http://images.metmuseum.org/CRDImages/es/web-thumb/80627.jpg,18th century,30.95.67,Silk and silver,Not on view
Landscape with Birds,http://images.metmuseum.org/CRDImages/es/web-thumb/81525.jpg,ca. 1670–80,30.95.133,"Wool, silk (21-24 warps per inch, 8-10 per cm.)",Not on view
Putto with attributes of the Muse Polymnia,http://images.metmuseum.org/CRDImages/es/web-thumb/81684.jpg,16th century,30.95.131,Silver gilt,Not on view
Putto with attributes of the Muse Euterpe,http://images.metmuseum.org/CRDImages/es/web-thumb/81070.jpg,16th century,30.95.130,Silver gilt,Not on view
Star-Shaped Tile,http://images.metmuseum.org/CRDImages/is/web-thumb/wb-30.95.234.JPG,late 13th–early 14th century,30.95.234,Stonepaste; stain- and luster-painted,Not on view
Standing Virgin and Child,http://images.metmuseum.org/CRDImages/md/web-thumb/DP166809.jpg,ca. 1425,30.95.138,"Marble (Pantelic marble), traces of polychromy and gilding",Not on view
Shell Fragment,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-209s1.jpg,16th century,30.95.209,Mother-of-pearl,Not on view
The Valley of the Nervia,http://images.metmuseum.org/CRDImages/ep/web-thumb/DT1894.jpg,1884,30.95.251,Oil on canvas,Not on view
"""Aquatic Birds at a Pool"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP107560.jpg,18th century,30.95.174.4,"Ink, opaque watercolor, and gold on paper",Not on view
"""A Discussion between a Mullah and an Old Man"", from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP107558.jpg,dated 1664–65,30.95.174.2,"Ink, opaque watercolor, and gold on paper",Not on view
"""Diana, Goddess of the Hunt"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP107569.jpg,early 17th century,30.95.174.25,"Ink, opaque watercolor, and gold on paper",Not on view
The Sibyl,http://images.metmuseum.org/CRDImages/ep/web-thumb/DP145401.jpg,ca. 1654,30.95.268,Oil on canvas,Not on view
Madonna and Child,http://images.metmuseum.org/CRDImages/ep/web-thumb/EP258.jpg,1506–1518,30.95.289,Oil on wood,Not on view
Group of 66 beads from broad collars,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.228_EGDP012373.jpg,ca. 1550–1295 B.C.,30.8.228,Faience,Not on view
Standing man holding statuette of Nebethetepet or Nehemetaui,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP237850.jpg,600–200 B.C.,30.8.98,cupreous metal,Not on view
Bull,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.103_EGDP016647.jpg,664–30 B.C.,30.8.103,Cupreous metal,Not on view
"""A Princess with Two Attendants, All in Late 16th Century English Costume"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-10a.jpg,18th century,30.95.174.11,Ink and opaque watercolor on paper,Not on view
"Gateway to a shrine, preceded by two baboons",http://images.metmuseum.org/CRDImages/eg/web-thumb/DP239675.jpg,332–30 B.C.,30.8.151,Faience,Not on view
Cippus (magical stela) where Pataikos replaces Horus on the crocodiles and is flanked by Isis and Nephthys,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.87_EGDP017785.jpg,ca. 1070–525 BC,30.8.87,Faience,Not on view
Stamp seal,http://images.metmuseum.org/CRDImages/an/web-thumb/ss30_95_347gp.jpg,ca. 3rd–7th century A.D.,30.95.347,Hematite,Not on view
Stamp seal,http://images.metmuseum.org/CRDImages/an/web-thumb/ss30_95_346.jpg,ca. 3rd–7th century A.D.,30.95.346,Hematite,Not on view
Cylinder seal,http://images.metmuseum.org/CRDImages/an/web-thumb/ss30_95_348.jpg,ca. 2350–2250 B.C.,30.95.348,"Serpentine, black",Not on view
"""Prince Killing a Lion"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP231328.jpg,17th century,30.95.174.35,"Ink, opaque watercolor, and gold on paper",Not on view
Falcon,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.233_EGDP022393.jpg,664–30 B.C.,30.8.233,Cupreous metal,Not on view
Trent,http://images.metmuseum.org/CRDImages/es/web-thumb/DP319892.jpg,designed 1888,30.95.42,Linen,Not on view
Corncockle,http://images.metmuseum.org/CRDImages/es/web-thumb/80667.jpg,designed in 1883,30.95.50,Linen,Not on view
Sprinkler,http://images.metmuseum.org/CRDImages/is/web-thumb/DP245171.jpg,19th century,30.95.195,"Silver and silver filigree; partially gilded, inlaid with enamel and colored glass cabochons",Not on view
Royal bust,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP246584.jpg,400–200 B.C.,30.8.79,Limestone,Not on view
"Imhotep, donated by Padisu",http://images.metmuseum.org/CRDImages/eg/web-thumb/DP164135.jpg,664–30 B.C.,30.8.94,Cupreous metal,Not on view
Cat figurine,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.104_EGDP014432.jpg,664–30 B.C.,30.8.104,Cupreous metal,Not on view
Child god in nemes and hemhem,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.96_EGDP010155.jpg,664–30 B.C.,30.8.96,Cupreous metal,Not on view
Jackal,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.108_EGDP016760.jpg,664–30 B.C.,30.8.108,Cupreous metal,Not on view
Cat,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.106_EGDP014443.jpg,664–30 B.C.,30.8.106,Cupreous metal,Not on view
Madonna and Child,http://images.metmuseum.org/CRDImages/ep/web-thumb/DP368622.jpg,Tempera and gold on wood,Not on view,30.95.254,
Saint James the Greater (with the Virgin of the Annunciation),http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.264.bw.R.jpg,"Tempera on wood, gold ground",Not on view,30.95.264,
Saint Stephen (with the Angel of the Annunciation),http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.263.bw.R.jpg,"Tempera on wood, gold ground",Not on view,30.95.263,
Saint Anthony Abbot (with Saint John the Baptist),http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.265.bw.R.jpg,"Tempera on wood, gold ground",Not on view,30.95.265,
The Adoration of the Shepherds,http://images.metmuseum.org/CRDImages/ep/web-thumb/DT5284.jpg,"Oil on canvas, transferred from wood",Not on view,30.95.296,
Saint Lucy,http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.292.bw.R.jpg,Tempera and gold on wood,Not on view,30.95.292,
Sheet from the Papyrus of Amenhotep,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1479–1425 B.C.,30.8.70a,"Papyrus, ink, pigment",Not on view
Sheet from the Papyrus of Amenhotep,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1479–1425 B.C.,30.8.70b,"Papyrus, ink, pigment",Not on view
Linen from Tutankhamun's Embalming Cache,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP225290.jpg,ca. 1336–1327 B.C.,09.184.220,"Linen, ink",Not on view
Bowl,http://images.metmuseum.org/CRDImages/an/web-thumb/ME49_133_8.jpg,mid 6th–5th millennium B.C.,49.133.8,Ceramic,Not on view
Group of 162 Beads from Broad Collars,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.228_EGDP012373.jpg,ca. 1550–1295 B.C.,"30.8.228, 45.4.13-related",Faience,Not on view
Saint Julian the Hospitaler (with Saint Nicholas of Bari),http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.266.bw.R.jpg,"Tempera on wood, gold ground",Not on view,30.95.266,
Cushion Cover (Yastik),http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-65b.jpg,17th century,30.95.65,"Silk, cotton, metal wrapped thread; cut and voided velvet, brocaded",Not on view
Cushion Cover (Yastik),http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-66a.jpg,17th century,30.95.66,"Silk, cotton, metal wrapped thread; cut and voided velvet, brocaded",Not on view
Velvet with Pattern of Butterflies and Flowers,http://images.metmuseum.org/CRDImages/is/web-thumb/wb-30.95.140cc.JPG,18th century,30.95.140,"Silk, metal wrapped thread; cut and voided velvet",Not on view
"""Akbar Hunting with Cheetahs"", Folio from an Akbarnama",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-8a.jpg,ca. 1604,30.95.174.9,"Ink, opaque watercolor, and gold on paper",Not on view
Tile with Niche Design,http://images.metmuseum.org/CRDImages/is/web-thumb/DP368490.jpg,12th century,30.95.184,"Stonepaste; molded, glazed in transparent turquoise",Not on view
Loom Width of Silk Velvet with 'Pinecone' Pattern,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-139b.jpg,16th century,30.95.139,"Silk, metal wrapped thread; cut and voided velvet, brocaded",Not on view
Fragment of a Garden Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/SC40762.jpg,18th century,30.95.150,"Cotton (warp, and weft); Wool (pile); asymmetrically knotted pile",Not on view
"""Hamid Bhakari Punished by Akbar"", Folio from an Akbarnama",http://images.metmuseum.org/CRDImages/is/web-thumb/DT4804.jpg,ca. 1604,30.95.174.8,"Ink, opaque watercolor, and gold on paper",Not on view
Kettle Ewer with Dragon-Headed Spout,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-194a.jpg,late 16th–early 17th century,30.95.194,Brass; cast and later engraved,Not on view
Bottle,http://images.metmuseum.org/CRDImages/is/web-thumb/DP105321.jpg,17th century,30.95.158,Stonepaste; luster-painted on opaque blue glaze; silver,Not on view
Mosque Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-162a.jpg,17th century,30.95.162,Stonepaste; polychrome painted under transparent glaze,Not on view
Tutu,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP243467.jpg,300–150 B.C.,30.8.71,"limestone, pigment inlay; missing inlay",Not on view
Funerary Mask of a Woman,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP298039.jpg,ca. 1427 B.C.–1390 B.C.,30.8.68,"Cartonnage, gesso, paint, gold, copper alloy, faience",Not on view
Madonna and Child with Angels,http://images.metmuseum.org/CRDImages/ep/web-thumb/DP254091.jpg,"Tempera on wood, traces of gold ground",Not on view,30.95.262,
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-146.JPG,ca. 600–30 B.C.,14.6.146,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-147.JPG,ca. 600–30 B.C.,14.6.147,"Pottery, ink",Not on view
Figurine of a Seated Woman,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP255359.jpg,ca. 3450–3300 B.C.,07.228.71,"Limestone, organic material, paint, malachite",The Met Fifth Avenue in Gallery 101
Fibula,http://images.metmuseum.org/CRDImages/gr/web-thumb/DP20766.jpg,Bronze,Not on view,30.115.84,
Millefiori fragment,http://images.metmuseum.org/CRDImages/gr/web-thumb/sf3011582.jpg,Glass,Not on view,30.115.82,
Saint Francis in Ecstasy,http://images.metmuseum.org/CRDImages/ep/web-thumb/DP328663.jpg,ca. 1650,2014.27,Oil on canvas,The Met Fifth Avenue in Gallery 601
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-72.jpg,3rd–8th century,14.6.72,Earthenware; molded,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-77-.jpg,3rd–8th century,14.6.77,Earthenware; molded,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-71.jpg,3rd–8th century,14.6.71,Earthenware; molded,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-69.jpg,1st–7th century,14.6.69,Earthenware,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-73.jpg,3rd–8th century,14.6.73,Earthenware; molded,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-75.jpg,3rd–8th century,14.6.75,Earthenware; molded,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-70.jpg,5th–6th century,14.6.70,Earthenware; molded,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-76.jpg,3rd–8th century,14.6.76,Earthenware; molded,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf14-6-74.jpg,5th–6th century,14.6.74,Earthenware; molded,Not on view
Amphora,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-8-124s1.jpg,30 B.C.–A.D. 400,30.8.124,Silver,Not on view
Hieratic Ostracon- see 09.184.703,http://images.metmuseum.org/CRDImages/eg/web-thumb/image-number-only.jpg,ca 1186–1070 B.C.,09.184.728,"Limestone, ink, paint",Not on view
Shabti of Siptah,http://images.metmuseum.org/CRDImages/eg/web-thumb/14.6.176.jpg,ca. 1194–1188 B.C.,14.6.176,Travertine (Egyptian alabaster),Not on view
Spindle Whorl,http://images.metmuseum.org/CRDImages/md/web-thumb/sf14-6-21s1.jpg,Diorite,Not on view,14.6.21,
Figurine of Ibis,http://images.metmuseum.org/CRDImages/eg/web-thumb/10.184.4.jpg,ca. 1070–664 B.C.,10.184.4,Bronze or copper alloy,Not on view
Bowl,http://images.metmuseum.org/CRDImages/an/web-thumb/DP104228.jpg,mid 6th–5th millennium B.C.,49.133.3,Ceramic,Not on view
Earring with beads,http://images.metmuseum.org/CRDImages/gr/web-thumb/SF301158788.jpg,Gold,Not on view,"30.115.87, .88",
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-140.JPG,ca. 600–30 B.C.,14.6.140,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-141.JPG,ca. 600–30 B.C.,14.6.141,"Pottery, ink",Not on view
Ostracon inscribed in Demotic,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-127.JPG,ca. 600–30 B.C.,14.6.127,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-138.JPG,ca. 600–30 B.C.,14.6.138,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-139.JPG,ca. 600–30 B.C.,14.6.139,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-142.JPG,ca. 600–30 B.C.,14.6.142,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-135.JPG,ca. 600–30 B.C.,14.6.135,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-136.jpg,ca. 600–30 B.C.,14.6.136,"Pottery, ink",Not on view
Ostracon inscribed in Demotic,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-128.JPG,ca. 600–30 B.C.,14.6.128,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-133.JPG,ca. 600–30 B.C.,14.6.133,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-130.JPG,ca. 600–30 B.C.,14.6.130,"Pottery , ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-144.JPG,ca. 600–30 B.C.,14.6.144,"Pottery, ink",Not on view
Ostracon,http://images.metmuseum.org/CRDImages/eg/web-thumb/14-6-145.JPG,ca. 600–30 B.C.,14.6.145,"Pottery, ink",Not on view
